"userId";"title"
"484";"Living For the City"
"8995";"You'll Never Know"
"8752";"I Wanna Love You"
"4067";"Heart of Gold"
"5675";"Cathy's Clown"
"1036";"Bye"
"1621";"I Can't Stop Loving You"
"195";"Another One Bites the Dust"
"8564";"We Are the Champions"
"2114";"Crocodile Rock"
"8786";"Wild Wild West"
"4518";"Everyday People"
"2520";"Celebration"
"353";"I Walk the Line"
"2430";"Runaway"
"7000";"Wishing Well"
"1054";"Cherish"
"1890";"Bitter Sweet Symphony"
"8734";"Ballerina"
"2161";"Rock With You"
"8480";"Sentimental Journey"
"6181";"The Song From Moulin Rouge (Where Is Your Heart)"
"4867";"La Bamba"
"4765";"Twist & Shout"
"8975";"You're the One That I Want"
"7667";"Look Away"
"8723";"Tik-Toc"
"6413";"The Boy is Mine"
"2823";"Because of You"
"6105";"Magic"
"5208";"We Got The Beat"
"7996";"Swinging On a Star"
"7815";"Sexyback"
"7356";"Nothing Compares 2 U"
"8595";"Everyday People"
"6286";"Like a Rolling Stone"
"3637";"I Heard it Through the Grapevine"
"3303";"We Belong Together"
"6698";"My Life"
"4236";"Tequila"
"8878";"American Pie"
"8398";"Walk Like a Man"
"1362";"Creep"
"6713";"Let Me Love You"
"319";"Poker Face"
"5096";"Mack the Knife"
"667";"Fame"
"2959";"Cracklin' Rosie"
"6688";"Reach Out (I'll Be There)"
"4698";"In the Mood"
"7537";"This Love"
"4559";"She's a Lady"
"42";"Chapel of Love"
"8056";"The Wanderer"
"6423";"I Feel Fine"
"6138";"How Will I Know"
"2859";"Everybody Loves Somebody"
"7701";"Man in the Mirror"
"6286";"Change the World"
"4627";"Another Day in Paradise"
"7032";"Why Don't You Believe Me?"
"3060";"Hot Stuff"
"3774";"Fly Robin Fly"
"8552";"What a Fool Believes"
"739";"Hotel California"
"892";"It Had to Be You"
"8562";"Georgy Girl"
"5863";"Hero"
"5018";"How Deep is Your Love?"
"6093";"Tangerine"
"5392";"She Loves You"
"1797";"My Man"
"793";"Sexyback"
"1459";"Get Down Tonight"
"3401";"That's What Friends Are For"
"7081";"We Will Rock You"
"355";"Mona Lisa"
"2639";"T For Texas (Blue Yodel No 1)"
"8084";"Mood Indigo"
"7244";"One of Us"
"6710";"Mule Train"
"4157";"Disturbia"
"7199";"Good Lovin'"
"7";"California Girls"
"4039";"Breaking Up is Hard to Do"
"5890";"Thank You (Falettinme be Mice Elf Again)"
"8105";"I Wanna Dance With Somebody (Who Loves Me)"
"4894";"Do That to Me One More Time"
"3192";"What Goes Around Comes Around"
"7603";"The Thing"
"6394";"Love's Theme"
"2002";"Up Up & Away"
"7306";"Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?)"
"3506";"All I Have to Do is Dream"
"5641";"In the Summertime"
"8619";"Why Do Fools Fall in Love?"
"6597";"Careless Whisper"
"3554";"My Boyfriend's Back"
"926";"I Want You Back"
"5224";"Thriller"
"2508";"Drop it Like It's Hot"
"5381";"Walk On By"
"6718";"Pop Muzik"
"4220";"Take The 'A' Train"
"2387";"Roll With It"
"8244";"Band On the Run"
"6887";"Heartbreak Hotel"
"5973";"Rolling In The Deep"
"1663";"Green Tambourine"
"6743";"Wishing Well"
"7758";"St Louis Blues"
"6401";"Kokomo"
"7454";"Walk On By"
"4555";"I Love Rock 'n' Roll"
"578";"I'm Walking Behind You"
"2920";"Love Theme From 'A Star is Born' (Evergreen)"
"6088";"I'm a Believer"
"3273";"Rehab"
"6422";"Dardanella"
"8796";"Aquarius/Let The Sunshine In"
"2239";"Let Me Love You"
"3583";"Loving You"
"1616";"Stairway to Heaven"
"5323";"Just Dance"
"7789";"Kansas City"
"3769";"My Sharona"
"5914";"Paperback Writer"
"1739";"I Just Called to Say I Love You"
"281";"Rock With You"
"7327";"We Built This City"
"6219";"Long Tall Sally"
"8529";"Can't Buy Me Love"
"450";"All I Have to Do is Dream"
"2158";"Stay (I Missed You)"
"1515";"There goes my baby"
"4871";"Green River"
"3289";"Fast Car"
"454";"Mama Told Me Not to Come"
"7532";"Manana (Is Soon Enough For Me)"
"40";"The Great Pretender"
"5675";"Crazy in Love"
"2492";"Rhinestone Cowboy"
"3543";"The Way You Move"
"7927";"Creep"
"4591";"Roses Are Red"
"1378";"You Are the Sunshine of My Life"
"7222";"We Are the Champions"
"1958";"Fallin'"
"2468";"Uncle Albert (Admiral Halsey)"
"128";"Whole Lotta Love"
"6006";"In the Year 2525 (Exordium & Terminus)"
"8995";"Raindrops Keep Falling On My Head"
"3727";"I Heard it Through the Grapevine"
"6186";"Freak Me"
"6135";"Wild Wild West"
"8673";"A Woman in Love"
"2099";"Pop Muzik"
"277";"Stormy Weather (Keeps Rainin' All the Time)"
"5901";"Dilemma"
"7641";"(They Long to Be) Close to You"
"6877";"Like a Virgin"
"1437";"Alone"
"310";"Thrift Shop"
"2";"Waterfalls"
"4502";"I Will Survive"
"8448";"Ruby Tuesday"
"1700";"Alone Again (Naturally)"
"2148";"Honky Tonk"
"5576";"Foolish Games"
"6296";"Minnie the Moocher"
"5291";"Rehab"
"6607";"(Let Me Be Your) Teddy Bear"
"781";"Unchained Melody"
"8718";"Your Song"
"6652";"Wicked Game"
"8398";"Blaze of Glory"
"70";"I Can't Help Myself (Sugar Pie"
"6852";"Shadow Dancing"
"4538";"In the Ghetto"
"8561";"Last Train to Clarksville"
"5156";"I've Heard That Song Before"
"1670";"Love to Love You Baby"
"5600";"This Used to Be My Playground"
"5279";"Fame"
"8403";"Volare"
"2793";"American Pie"
"5556";"Chain of Fools"
"3398";"One O'Clock Jump"
"6838";"Wedding Bell Blues"
"6930";"Get Back"
"6540";"Night Fever"
"318";"I'll Walk Alone"
"452";"Hey Jude"
"4297";"More Than Words"
"2734";"A String of Pearls"
"8431";"Rock Around the Clock"
"3850";"Hungry Heart"
"2802";"Wooly Bully"
"6293";"Fantasy"
"6982";"Beat It"
"4639";"Tie a Yellow Ribbon 'round the Old Oak Tree"
"335";"Mr Brightside"
"8795";"Before The Next Teardrop Falls"
"6544";"Puttin' on the Ritz"
"6422";"Yellow Rose of Texas"
"8654";"Whole Lotta Shakin' Goin' On"
"5231";"Twist & Shout"
"420";"Three Coins in the Fountain"
"3703";"Twist & Shout"
"8368";"Love Hangover"
"3660";"Kiss You All Over"
"4799";"Coming Up"
"841";"Be My Love"
"244";"The Loco-Motion"
"2375";"People"
"8840";"This Love"
"6458";"Gimme Some Lovin'"
"3373";"Royals"
"2107";"Baby Love"
"223";"Morning Train (Nine to Five)"
"7717";"Indian Reservation (The Lament Of The Cherokee Reservation Indian)"
"7327";"Love Hangover"
"8207";"All I Have to Do is Dream"
"7958";"Sexyback"
"7409";"Good Vibrations"
"7533";"You're Beautiful"
"1114";"1999"
"742";"19th Nervous Breakdown"
"2375";"Sweet Georgia Brown"
"789";"Duke of Earl"
"5195";"Toxic"
"8554";"Stairway to Heaven"
"1875";"The Letter"
"1977";"Sweet Soul Music"
"7587";"We Found Love"
"6364";"Tears of a Clown"
"6090";"Right Back Where We Started From"
"7449";"Fly Robin Fly"
"5883";"All Out of Love"
"2846";"Penny Lane"
"1845";"Frenesi"
"1337";"Why Don't You Believe Me?"
"6602";"Glamorous"
"2942";"Strangers in the Night"
"8686";"Chapel of Love"
"5499";"Honky Tonk Woman"
"7031";"Hit the Road"
"4825";"Bad Girls"
"34";"Big Bad John"
"2502";"Prisoner of Love"
"7316";"Mack the Knife"
"4930";"California Girls"
"5310";"Sledgehammer"
"4339";"Up Around the Bend"
"5806";"How Do I Live?"
"6519";"We Found Love"
"3594";"The Power of Love"
"7110";"I Wanna Love You"
"4166";"Stayin' Alive"
"5976";"Beat It"
"7442";"Get Back"
"449";"Nothing's Gonna Stop Us Now"
"238";"Band of Gold"
"5219";"Keep On Loving You"
"4907";"One"
"6683";"Great Balls of Fire"
"5820";"Don't Be Cruel"
"5610";"Don't You (Forget About Me)"
"4532";"I've Heard That Song Before"
"1742";"Weak"
"5261";"You Were Meant for Me"
"4669";"Frenesi"
"8833";"Rhapsody in Blue"
"4518";"Slow Poke"
"231";"Only You (And You Alone)"
"8289";"Do Wah Diddy Diddy"
"7473";"Don't Be Cruel"
"5694";"A Thousand Miles"
"3406";"Philadelphia Freedom"
"6094";"How Deep is Your Love?"
"7308";"I Will Always Love You"
"5653";"The Love You Save"
"1123";"Hanky Panky"
"7521";"Return to Sender"
"1614";"Ballerina"
"1757";"I'll be seeing you"
"3803";"Another Brick in the Wall (part 2)"
"7394";"Band On the Run"
"3644";"Whoomp! (There it Is)"
"6409";"On the Atchison"
"8724";"Crimson & Clover"
"3451";"Hey Ya!"
"418";"You Don't Have to Be a Star (To Be in My Show)"
"1491";"Tha Crossroads"
"6855";"Umbrella"
"2582";"Music"
"6191";"My Love"
"1868";"Strange Fruit"
"1487";"In the End"
"7771";"Sweet Georgia Brown"
"8452";"Always On My Mind"
"5293";"(Put Another Nickel In) Music! Music! Music!"
"94";"Whoomp! (There it Is)"
"7160";"Fire & Rain"
"513";"Take My Breath Away"
"1232";"Downtown"
"7901";"Stop! in the Name of Love"
"2926";"Woman"
"5671";"Baby One More Time"
"6864";"A String of Pearls"
"2716";"What Goes Around Comes Around"
"5601";"Hang On Sloopy"
"8178";"Stand By Me"
"6472";"The Joker"
"6061";"I Still Haven't Found What I'm Looking For"
"8343";"Royals"
"8893";"In the Ghetto"
"8922";"Bad Romance"
"6734";"White Rabbit"
"6736";"The End of the World"
"3470";"Fallin'"
"3241";"The Tide is High"
"3173";"Play That Funky Music"
"5265";"Addicted to Love"
"6205";"Sledgehammer"
"3003";"Hey Jude"
"6772";"Rhinestone Cowboy"
"170";"Uncle Albert (Admiral Halsey)"
"6960";"Wipe Out"
"4052";"Bye Bye"
"3379";"Fortunate Son"
"846";"Sweet Soul Music"
"2619";"Hurt So Good"
"2214";"Pistol Packin' Mama"
"4881";"Wannabe"
"2467";"Green Tambourine"
"5160";"Mmmbop"
"467";"Freebird"
"1056";"Shake Down"
"570";"Joy to the World"
"2534";"Behind Closed Doors"
"5329";"Tossing & Turning"
"665";"Spirit in the Sky"
"7300";"Knock On Wood"
"8629";"Heartbreak Hotel"
"4942";"Wild Thing"
"1081";"Wicked Game"
"7296";"Indian Reservation (The Lament Of The Cherokee Reservation Indian)"
"4907";"Papa's Got a Brand New Bag"
"6480";"My Heart Will Go On"
"57";"Magic"
"8032";"Me & Bobby McGee"
"2699";"Save the Best For Last"
"4321";"I Will Follow Him"
"3791";"Shout"
"5117";"If (They Made Me a King)"
"6750";"Na Na Hey Hey (Kiss Him Goodbye)"
"798";"Make Love to Me"
"4440";"Time of the Season"
"7861";"Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?)"
"2160";"Wake Up Little Susie"
"6205";"I Fall to Pieces"
"5208";"Mister Sandman"
"6272";"Down"
"5968";"Jumpin' Jack Flash"
"4309";"Mmmbop"
"7014";"Crazy in Love"
"1071";"Candy Man"
"8930";"(Ghost) Riders in the Sky"
"7927";"Rapture"
"2592";"Lean On Me"
"372";"Roll With It"
"791";"Frankenstein"
"2496";"Aquarius/Let The Sunshine In"
"2418";"My Heart Will Go On"
"179";"Rag Doll"
"459";"Dancing Queen"
"4745";"Party Rock Anthem"
"6619";"Bad"
"3749";"Three Coins in the Fountain"
"7624";"This Used to Be My Playground"
"5623";"You're So Vain"
"1586";"Puttin' on the Ritz"
"7306";"Down Under"
"2500";"On Bended Knee"
"390";"Crazy"
"312";"Where is the Love?"
"1441";"Help!"
"7734";"Rock the Casbah"
"2936";"It Had to Be You"
"7407";"Tammy"
"6952";"Georgia On My Mind"
"5770";"Angie"
"843";"Say You"
"1900";"I Think I Love You"
"4395";"Kiss From a Rose"
"5150";"Sugar Sugar"
"1064";"Royals"
"2638";"Careless Whisper"
"2246";"If You Leave Me Now"
"1119";"Jump"
"5588";"If You Leave Me Now"
"2330";"Papa Don't Preach"
"5489";"Fallin'"
"4097";"Loving You"
"8106";"Boogie Woogie Bugle Boy"
"102";"Nothin' on You"
"2719";"A-Tisket A-Tasket"
"1816";"Hold On"
"5858";"A Whiter Shade of Pale"
"6477";"Coming Up"
"2540";"Another Night"
"6929";"You Belong to Me"
"5295";"Smoke! Smoke! Smoke! (That Cigarette)"
"2128";"You Sexy Thing"
"5464";"Rock Around the Clock"
"78";"Duke of Earl"
"7240";"Let's Get it On"
"3735";"Let's Dance"
"8407";"Queen of Hearts"
"4553";"Temperature"
"4105";"All Shook Up"
"3109";"My Prayer"
"5927";"Ticket to Ride"
"3348";"Will You Love Me Tomorrow"
"2098";"Ball of Confusion (That's What the World is Today)"
"7742";"Say It Right"
"6069";"Nobody Does it Better"
"1161";"Love Will Keep Us Together"
"4319";"That's Amore"
"7575";"Layla"
"3986";"Again"
"2133";"Cracklin' Rosie"
"7906";"Baby One More Time"
"6033";"One Bad Apple"
"2328";"Summer in the City"
"321";"Cat's in the Cradle"
"5639";"I'll Take You There"
"8290";"Sugar Sugar"
"3723";"Abracadabra"
"357";"Walk On the Wild Side"
"5970";"I Will Survive"
"7040";"Tammy"
"4929";"Strawberry Fields Forever"
"8758";"We Didn't Start the Fire"
"3930";"Do That to Me One More Time"
"1827";"Sugar Sugar"
"8248";"Are You Lonesome Tonight?"
"2002";"Stars & Stripes Forever"
"1427";"People"
"7788";"As Time Goes By"
"2534";"Stop! in the Name of Love"
"2939";"I'm Your Boogie Man"
"5233";"(You Keep Me) Hangin' On"
"5958";"Grenade"
"8092";"I Shot the Sheriff"
"3984";"This Diamond Ring"
"8273";"Single Ladies (Put A Ring On It)"
"8995";"Beautiful Day"
"8739";"Foolish Games"
"1492";"Heartbreak Hotel"
"5054";"Candle in the Wind '97"
"5866";"I Will Survive"
"3164";"Against All Odds (Take a Look At Me Now)"
"1858";"My Sweet Lord"
"5961";"If You Don't Know Me By Now"
"6043";"I'm So Lonesome I Could Cry"
"667";"Bad Girls"
"132";"Tangerine"
"3485";"Love to Love You Baby"
"4953";"Hanky Panky"
"7462";"Come On Eileen"
"4968";"(You Keep Me) Hangin' On"
"2506";"As Time Goes By"
"1160";"Tears in Heaven"
"4077";"Mood Indigo"
"4627";"Karma Chameleon"
"2169";"We Are Young"
"2461";"Down"
"3875";"Rosanna"
"4187";"Ghostbusters"
"2942";"Wanted"
"7804";"Penny Lane"
"1353";"We Are the World"
"8187";"Walk This Way"
"8728";"Chattanooga Choo Choo"
"4813";"Hello"
"2573";"Cathy's Clown"
"704";"Theme From 'Greatest American Hero' (Believe It Or Not)"
"3102";"Can't Help Falling in Love"
"6456";"I'm a Believer"
"4630";"Grenade"
"7306";"Tangerine"
"8357";"Cracklin' Rosie"
"5435";"The Wanderer"
"4559";"I Want to Hold Your Hand"
"2507";"You Make Me Feel Like Dancing"
"6528";"Everybody Loves Somebody"
"4876";"Chain of Fools"
"563";"She Loves You"
"432";"Money For Nothing"
"7566";"He's a Rebel"
"706";"I Can't Help Myself (Sugar Pie"
"4481";"Love Letters in the Sand"
"6185";"Tie a Yellow Ribbon 'round the Old Oak Tree"
"7806";"Heart of Glass"
"4780";"Love to Love You Baby"
"4850";"Car Wash"
"4990";"I Can Dream"
"3942";"I Need You Now"
"6491";"Que sera sera (Whatever will be will be)"
"8709";"Waterfalls"
"4330";"Silly Love Songs"
"998";"Love Shack"
"320";"Thank You (Falettinme be Mice Elf Again)"
"196";"Without Me"
"4577";"Sleepy Lagoon"
"6586";"I Think I Love You"
"119";"A Woman in Love"
"392";"Tammy"
"1684";"Yellow Rose of Texas"
"5883";"Gonna Make You Sweat (Everybody Dance Now)"
"1319";"It's My Party"
"3097";"Near You"
"1155";"Can't Get Enough of Your Love"
"8003";"Burn"
"6486";"Celebration"
"1486";"Take a Bow"
"2140";"My Prayer"
"7015";"Flashdance. What a Feeling"
"3844";"Shadow Dancing"
"4695";"Call Me Maybe"
"8258";"Paper Planes"
"2786";"All You Need is Love"
"6675";"The Joker"
"2476";"Music"
"8156";"Gangsta's Paradise"
"3713";"Since U Been Gone"
"8334";"Big Girls Don't Cry"
"7593";"Groove is in the Heart"
"762";"Walk This Way"
"8730";"In Da Club"
"198";"Gold Digger"
"5568";"Body & Soul"
"6063";"You Make Me Feel Like Dancing"
"7073";"Go Your Own Way"
"4395";"Want Ads"
"4286";"Maybellene"
"4832";"Blueberry Hill"
"6663";"All I Wanna Do"
"4619";"Streets of Philadelphia"
"3764";"Love Me Tender"
"2481";"Philadelphia Freedom"
"287";"Joy to the World"
"544";"Music"
"1312";"Delicado"
"2554";"Bleeding Love"
"4414";"Hanging by a Moment"
"3008";"Walk Like a Man"
"4581";"Touch Me"
"6337";"Come On-a My House"
"2941";"Believe"
"7027";"Take a Bow"
"7283";"Kung Fu Fighting"
"141";"The Morning After"
"2786";"Me & Mrs Jones"
"3383";"Superstar"
"7290";"Rolling In The Deep"
"1123";"This Diamond Ring"
"5585";"Paperback Writer"
"3010";"How Do I Live?"
"6430";"Boulevard of Broken Dreams"
"5676";"Bridge Over Troubled Water"
"5613";"Come On Eileen"
"2388";"Jack & Diane"
"7997";"Thriller"
"2065";"Sleep Walk"
"1721";"Being With You"
"3718";"Fantasy"
"506";"Baker Street"
"716";"Revolution"
"8784";"Glory of Love"
"3668";"Love's Theme"
"5398";"You Can't Hurry Love"
"8133";"Because of You"
"5845";"Long Tall Sally"
"2454";"You Light Up My Life"
"2639";"Honky Tonk Woman"
"7891";"Let's Get it On"
"4388";"Private Eyes"
"3946";"I Think I Love You"
"216";"Tighten Up"
"4406";"Rich Girl"
"8632";"The Tide is High"
"6291";"Music"
"1950";"Come On Eileen"
"2697";"I Feel Fine"
"1873";"Disco Duck"
"384";"Waterfalls"
"6102";"Judy in Disguise (With Glasses)"
"714";"Me & Mrs Jones"
"8325";"Brother"
"3707";"Till I Waltz Again With You"
"775";"Abracadabra"
"3290";"Fire & Rain"
"7299";"The Love You Save"
"3476";"Promiscuous"
"8455";"Need You Tonight"
"7625";"Theme From 'Shaft'"
"6034";"The Power of Love"
"6900";"The Joker"
"6342";"The Way You Look Tonight"
"2495";"Tangerine"
"975";"Long Cool Woman in a Black Dress"
"2089";"Take My Breath Away"
"6041";"Jump"
"4610";"Don't Worry Be Happy"
"8150";"Mickey"
"3970";"Make it With You"
"541";"Mama Told Me Not to Come"
"1276";"Stuck On You"
"8071";"Waterfalls"
"5459";"U Got it Bad"
"7048";"Vaya Con Dios (may God Be With You)"
"4673";"Sweet Soul Music"
"6572";"My Guy"
"6294";"Singing The Blues"
"7541";"Bye Bye"
"1394";"Don't Fence Me In"
"2358";"Mrs Brown You've Got a Lovely Daughter"
"7684";"Mack the Knife"
"2130";"Jailhouse Rock"
"2606";"You'll Never Know"
"6366";"Jump"
"6575";"Ole Buttermilk Sky"
"8285";"You've Got a Friend"
"1739";"My Girl"
"1894";"What's Going On?"
"278";"I Just Wanna Be Your Everything"
"770";"Frenesi"
"290";"Yellow Rose of Texas"
"783";"Another One Bites the Dust"
"1158";"School's Out"
"6074";"In the Mood"
"4725";"How Do I Live?"
"5501";"Stayin' Alive"
"4542";"Honey"
"5881";"Good Times"
"1872";"Why Don't You Believe Me?"
"8317";"California Dreamin'"
"506";"Joy to the World"
"6449";"The Twist"
"5259";"Dizzy"
"8974";"Celebration"
"6304";"All Along the Watchtower"
"246";"Jump"
"267";"This Land is Your Land"
"8070";"Maybellene"
"6740";"Smoke! Smoke! Smoke! (That Cigarette)"
"5611";"Since U Been Gone"
"8766";"A Boy Named Sue"
"2995";"Irreplaceable"
"4713";"Tears of a Clown"
"3441";"Sing"
"6000";"I Think I Love You"
"1162";"Hey Paula"
"839";"Boulevard of Broken Dreams"
"8512";"Bad Romance"
"1903";"Love Letters in the Sand"
"4254";"Good Lovin'"
"567";"On Bended Knee"
"7358";"Money For Nothing"
"6209";"Rum & Coca-Cola"
"6266";"Green Onions"
"3043";"Smoke Gets in Your Eyes"
"337";"In the Summertime"
"1632";"Shining Star"
"140";"Dardanella"
"7375";"Tangerine"
"6451";"Doo Wop (That Thing)"
"5938";"Take On Me"
"7524";"On the Atchison"
"5773";"Gangsta's Paradise"
"1509";"Let Me Love You"
"4994";"Kiss You All Over"
"5893";"Whoomp! (There it Is)"
"4643";"Theme From 'Greatest American Hero' (Believe It Or Not)"
"2758";"Take My Breath Away"
"879";"Stronger"
"3831";"I'll Make Love to You"
"6671";"Too Young"
"5679";"Ray of Light"
"6230";"Just My Imagination (Running Away With Me)"
"350";"God Bless America"
"1379";"Jack & Diane"
"8752";"Tangerine"
"4158";"Ain't No Sunshine"
"8020";"Born in the USA"
"967";"Leaving"
"3639";"You're So Vain"
"3431";"Band On the Run"
"2320";"What Goes Around Comes Around"
"8187";"Goodnight"
"1556";"Crazy Little Thing Called Love"
"5034";"Sugar Shack"
"5187";"Walk Don't Run"
"7399";"Downtown"
"1120";"She Loves You"
"7870";"Cathy's Clown"
"2010";"You Can't Hurry Love"
"3160";"Kiss On My List"
"3494";"St George & the Dragonette"
"4227";"If You Leave Me Now"
"6984";"Bad Girls"
"2606";"Won't Get Fooled Again"
"2566";"Rock Your Baby"
"8069";"Peggy Sue"
"3883";"Goodnight"
"5151";"Tighten Up"
"8790";"All My Lovin' (You're Never Gonna Get It)"
"1997";"Wild Thing"
"3455";"This Land is Your Land"
"4749";"Green River"
"3625";"Hello Dolly"
"3189";"The Great Pretender"
"8788";"Empire State Of Mind"
"4521";"I'm Looking Over a Four Leaf Clover"
"7813";"She Loves You"
"4290";"Brother Louie"
"7099";"Ball of Confusion (That's What the World is Today)"
"1042";"One Bad Apple"
"5112";"Bye Bye"
"6550";"Kiss You All Over"
"5716";"Band On the Run"
"8352";"Mood Indigo"
"6523";"Freak Me"
"5385";"Private Eyes"
"7885";"Louie Louie"
"6925";"In Da Club"
"856";"Freak Me"
"2434";"Auf Wiederseh'n Sweetheart"
"710";"Tie a Yellow Ribbon 'round the Old Oak Tree"
"5444";"Airplanes"
"7474";"Believe"
"4319";"The Wanderer"
"3732";"Strange Fruit"
"8239";"Stop! in the Name of Love"
"6982";"Since U Been Gone"
"7098";"Knock On Wood"
"2589";"Green Tambourine"
"8804";"Everybody Loves Somebody"
"4983";"(Ghost) Riders in the Sky"
"6615";"Na Na Hey Hey (Kiss Him Goodbye)"
"1394";"Band of Gold"
"8446";"You Always Hurt the One You Love"
"7890";"This Land is Your Land"
"6569";"I'm a Believer"
"4643";"Unbelievable"
"3324";"(I Can't Get No) Satisfaction"
"3124";"Just Dance"
"8892";"Sleep Walk"
"8760";"Blaze of Glory"
"3474";"Just the Way You Are"
"8649";"Tangerine"
"7983";"Long Cool Woman in a Black Dress"
"1726";"Do You Love Me?"
"7185";"Hey Baby"
"2650";"Sleepy Lagoon"
"5573";"Fame"
"3988";"Wicked Game"
"8328";"If You Leave Me Now"
"5191";"The Twist"
"4305";"We Are the Champions"
"7455";"We Are Family"
"2203";"Un-Break My Heart"
"1196";"The Way We Were"
"7881";"Call Me"
"2708";"Under the Boardwalk"
"4524";"I'll be seeing you"
"2354";"Feel Good Inc"
"3611";"Jack & Diane"
"4797";"Private Eyes"
"4592";"Yeah!"
"6702";"Baby Love"
"7927";"Whole Lotta Shakin' Goin' On"
"1289";"Higher Love"
"8276";"Ol' Man River"
"5273";"Paperback Writer"
"8610";"Come Together"
"2436";"Theme From 'Greatest American Hero' (Believe It Or Not)"
"4834";"Come On Eileen"
"2714";"God Bless America"
"5626";"Foolish Games"
"1038";"Blue Tango"
"4954";"Ode To Billie Joe"
"461";"I Fall to Pieces"
"7785";"Flashdance. What a Feeling"
"2655";"Bleeding Love"
"8372";"Miss You"
"8476";"Ballad of the Green Berets"
"3773";"Indian Reservation (The Lament Of The Cherokee Reservation Indian)"
"5086";"Up Where We Belong"
"7673";"Paperback Writer"
"5629";"The Way You Move"
"7774";"Dancing Queen"
"3288";"Nothing Compares 2 U"
"3140";"Hey Paula"
"3572";"Like a Rolling Stone"
"2089";"He's a Rebel"
"1982";"Do You Love Me?"
"1388";"Bad Romance"
"716";"Believe"
"2761";"Purple Rain"
"2490";"Over There"
"6821";"The Joker"
"425";"I Can't Help Myself (Sugar Pie"
"8624";"ABC"
"8347";"Bad Moon Rising"
